policy_id,period,region,line_of_business,gross_written_premium,net_earned_premium,claims_paid,loss_ratio,combined_ratio,client_name,risk_category,premium_rate,exposure,currency,gwp_usd,nep_usd,claims_paid_usd,currency_rating
P-00040,2024-02-01,Africa,Property,2368864,1662794,1043095,0.6273146282702488,1.0853624988737542,SCOR,Weather,0.757,2550405,KES,17292.7072,12138.3962,7614.5935,BBB
P-00041,2024-03-01,Asia Pacific,Marine,7801591,5492223,4517447,0.8225170390932779,0.9480772482232973,Old Mutual Re Africa,Market,0.804,8894908,EUR,8503734.190000001,5986523.07,4924017.23,AA+
P-00042,2024-02-01,Nordics,Liability,1385510,1217140,254727,0.20928323775407923,0.26006285930626155,Hannover Re,Weather,1.164,1917822,KES,10114.223,8885.122,1859.5071,BBB
P-00043,2024-04-01,Africa,Energy,4260215,2880314,745902,0.25896551556531683,0.4331513232295583,Africa Re,Nat Cat,0.568,4513669,USD,4260215.0,2880314.0,745902.0,AAA
P-00044,2024-02-01,Kenya,Marine,380814,212571,155788,0.7328751334848121,0.7851623307132187,Acentria Reinsurance,Nat Cat,0.971,508663,KES,2779.9422,1551.7683,1137.2524,BBB
P-00045,2024-04-01,Nordics,Motor,6821635,4998581,2927290,0.585624200148002,0.7397441215249274,SCOR,Nat Cat,1.124,8576068,EUR,7435582.15,5448453.29,3190746.1,AA+
P-00046,2024-04-01,Middle East & Africa,Liability,7729976,6051576,3135953,0.5182043487514657,0.8754867773097781,Hollard Re,Cyber,0.649,10769637,EUR,8425673.84,6596217.840000001,3418188.77,AA+
P-00047,2024-02-01,Australia & Pacific,Energy,7336007,4363963,3195970,0.732354971845545,1.1791242002745261,Coastal Mutual,Market,0.814,10436657,EUR,7996247.630000001,4756719.67,3483607.3000000003,AA+
P-00048,2024-03-01,Kenya,Motor,820682,573605,510645,0.8902380558049529,1.025761490662839,Hannover Re,Nat Cat,1.244,943103,USD,820682.0,573605.0,510645.0,AAA
P-00049,2024-04-01,Asia Pacific,Agriculture,7474835,4130093,1346224,0.3259548876986547,0.7175568874366102,Swiss Re,Nat Cat,1.092,10049263,EUR,8147570.15,4501801.37,1467384.1600000001,AA+
P-00050,2024-04-01,Caribbean,Engineering,5652847,3136645,1337697,0.42647382792761057,0.8852810661166377,SCOR,Liability,1.298,6169958,KES,41265.7831,22897.5085,9765.1881,BBB
P-00051,2024-02-01,Latin America,Liability,4292255,3681805,572906,0.155604655868521,0.40305182081012936,Old Mutual Re Africa,Weather,1.119,3920810,EUR,4678557.95,4013167.45,624467.54,AA+
P-00052,2024-03-01,Middle East & Africa,Engineering,6265647,3662411,1700575,0.46433210254119484,0.5780190807116664,Swiss Re,Cyber,1.202,8609678,KES,45739.2231,26735.600300000002,12414.1975,BBB
P-00053,2024-01-01,North America,Marine,3681118,3121371,899614,0.2882111738719941,0.6951179574791991,AgriProtect,Weather,0.863,3480191,EUR,4012418.62,3402294.39,980579.2600000001,AA+
P-00054,2024-03-01,Australia & Pacific,Property,4134891,3582633,1122303,0.31326206172945986,0.7005863370922943,Hollard Re,Cyber,1.164,4463241,EUR,4507031.19,3905069.97,1223310.27,AA+
P-00055,2024-02-01,Africa,Agriculture,4534137,3139508,1141037,0.36344452697683843,0.6256739176123738,Hannover Re,Nat Cat,1.042,6073333,EUR,4942209.33,3422063.72,1243730.33,AA+
P-00056,2024-03-01,Latin America,Energy,816223,564870,442875,0.7840299537946784,0.8607052806497975,Hollard Re,Market,0.416,1193492,USD,816223.0,564870.0,442875.0,AAA
P-00057,2024-03-01,North America,Energy,7566750,5398778,3147293,0.5829639596219737,0.9643307044305601,Swiss Re,Cyber,1.156,10018699,USD,7566750.0,5398778.0,3147293.0,AAA
P-00058,2024-02-01,Nordics,Motor,3806738,2669859,1567936,0.5872729608567344,0.8692460218622526,Acentria Reinsurance,Market,1.186,4533331,USD,3806738.0,2669859.0,1567936.0,AAA
P-00059,2024-01-01,Kenya,Agriculture,1306740,839789,313179,0.37292581827101806,0.5688030794316906,Aspire Re,Health,0.747,1938910,EUR,1424346.6,915370.01,341365.11000000004,AA+
P-00060,2024-01-01,North America,Marine,3643310,2886535,2113964,0.7323534964932004,1.1182617237666297,Old Mutual Re Africa,Weather,0.374,4889718,EUR,3971207.9000000004,3146323.1500000004,2304220.7600000002,AA+
P-00061,2024-01-01,Africa,Motor,2336863,1425323,339149,0.23794536396311572,0.652116396226263,Metro Insurers Ltd,Weather,0.407,2274984,KES,17059.0999,10404.8579,2475.7877,BBB
P-00062,2024-04-01,Middle East & Africa,Agriculture,3144893,2203885,1842483,0.8360159445706106,1.2056540189255538,Coastal Mutual,Nat Cat,0.46,3944595,USD,3144893.0,2203885.0,1842483.0,AAA
P-00063,2024-02-01,Asia Pacific,Property,58581,35579,18030,0.5067596053851992,0.690376213078641,Hollard Re,Weather,0.467,82864,EUR,63853.29000000001,38781.11,19652.7,AA+
P-00064,2024-01-01,Asia Pacific,Agriculture,7752035,6609526,975811,0.14763706202229934,0.32241457442630805,SCOR,Agriculture,0.987,10912625,USD,7752035.0,6609526.0,975811.0,AAA
P-00065,2024-04-01,Caribbean,Accident & Health,1308753,1121698,229874,0.2049339483533001,0.37755999317474714,SCOR,Market,1.155,1320419,USD,1308753.0,1121698.0,229874.0,AAA
P-00066,2024-03-01,Middle East & Africa,Marine,2686019,1766181,908984,0.5146607284304383,0.9652502033515491,Hannover Re,Political,0.78,3316507,USD,2686019.0,1766181.0,908984.0,AAA
P-00067,2024-04-01,Latin America,Property,3139499,2210567,1272260,0.5755355978805438,0.8390807656055985,Metro Insurers Ltd,Market,0.44,2945806,USD,3139499.0,2210567.0,1272260.0,AAA
P-00068,2024-04-01,Africa,Agriculture,7205949,4947316,3718377,0.7515948041321799,1.093188444390422,Partner Re,Cyber,0.658,8764498,KES,52603.4277,36115.4068,27144.1521,BBB
P-00069,2024-03-01,Middle East & Africa,Energy,5681336,3227188,593173,0.183804910033131,0.39626136355605546,Metro Insurers Ltd,Agriculture,0.516,7263668,USD,5681336.0,3227188.0,593173.0,AAA
P-00070,2024-02-01,Latin America,Energy,1203894,918685,733157,0.7980504743192716,0.8604412430744312,Kenya Reinsurance Corporation,Operational,0.949,1472746,EUR,1312244.4600000002,1001366.65,799141.13,AA+
P-00071,2024-01-01,Africa,Accident & Health,7217637,4433387,2119189,0.47800676999323544,0.8109628351256701,Hannover Re,Liability,0.888,10644066,KES,52688.7501,32363.7251,15470.0797,BBB
P-00072,2024-01-01,Nordics,Marine,3907585,2776647,1409563,0.5076493338908403,0.8046548749604692,AgriProtect,Operational,0.71,5639192,KES,28525.3705,20269.5231,10289.8099,BBB
P-00073,2024-04-01,North America,Engineering,3203850,2015208,1056472,0.5242496059960063,0.6102632575769055,Kenya Reinsurance Corporation,Nat Cat,1.324,3096666,EUR,3492196.5000000005,2196576.72,1151554.48,AA+
P-00074,2024-04-01,Australia & Pacific,Agriculture,6085586,4241022,1471727,0.347021779184357,0.5665336299675543,Hollard Re,Political,0.672,7924841,KES,44424.7778,30959.4606,10743.6071,BBB
P-00075,2024-03-01,Asia Pacific,Marine,5565661,4592877,850699,0.18522137649233802,0.6221061130241167,Old Mutual Re Africa,Political,0.374,5270676,EUR,6066570.49,5006235.930000001,927261.91,AA+
P-00076,2024-01-01,Middle East & Africa,Agriculture,4094298,2871754,1943807,0.6768709993961879,0.9482601940351345,Hannover Re,Liability,0.994,3846279,KES,29888.3754,20963.8042,14189.7911,BBB
P-00077,2024-02-01,Africa,Motor,3167617,2160417,341589,0.15811253105303283,0.3492855680960625,Swiss Re,Health,0.959,4487934,KES,23123.6041,15771.044100000001,2493.5997,BBB
P-00078,2024-04-01,Asia Pacific,Accident & Health,1383814,1027570,596857,0.5808431542376675,1.0060380424265687,Hannover Re,Nat Cat,1.166,1508247,USD,1383814.0,1027570.0,596857.0,AAA
P-00079,2024-01-01,Australia & Pacific,Accident & Health,1894824,1372579,313666,0.22852309411698707,0.5347661428933705,AgriProtect,Liability,0.548,2518260,EUR,2065358.1600000001,1496111.11,341895.94,AA+
P-00080,2024-04-01,Asia Pacific,Motor,3052331,2485018,1951497,0.785304975658124,0.8798044448557258,Munich Re,Operational,0.662,3133876,EUR,3327040.79,2708669.62,2127131.73,AA+
P-00081,2024-02-01,Nordics,Accident & Health,6268078,3518093,1629907,0.4632927554786073,0.8678876749058653,AgriProtect,Health,0.452,8587645,KES,45756.9694,25682.0789,11898.3211,BBB
P-00082,2024-03-01,Australia & Pacific,Property,4992215,3146509,2647753,0.8414890915614733,1.2181495802309787,Partner Re,Operational,1.223,6437208,EUR,5441514.350000001,3429694.81,2886050.77,AA+
P-00083,2024-02-01,Caribbean,Marine,3287797,2198397,607278,0.27623673067239446,0.5825359485733814,Acentria Reinsurance,Nat Cat,0.912,4624680,EUR,3583698.7300000004,2396252.73,661933.02,AA+
P-00084,2024-03-01,North America,Marine,6857453,6220604,806604,0.12966650826832893,0.6053160585154505,Africa Re,Liability,0.504,8128852,KES,50059.4069,45410.4092,5888.2092,BBB
P-00085,2024-04-01,Nordics,Energy,7300888,4963394,1215013,0.24479479162847037,0.5670239357562918,Swiss Re,Nat Cat,1.331,10946285,EUR,7957967.920000001,5410099.46,1324364.1700000002,AA+
P-00086,2024-01-01,Europe,Accident & Health,5471374,4969434,2460712,0.4951694700040286,0.7762084267768763,Aspire Re,Agriculture,0.445,5795904,KES,39941.0302,36276.8682,17963.1976,BBB
P-00087,2024-03-01,Kenya,Property,7281793,4495983,4169097,0.9272937642335392,1.3436715693393735,Metro Insurers Ltd,Agriculture,0.484,10466371,KES,53157.0889,32820.6759,30434.4081,BBB
P-00088,2024-02-01,Caribbean,Agriculture,5650862,4746974,1093250,0.2303046108952777,0.5498658161644938,Old Mutual Re Africa,Weather,0.971,7722105,EUR,6159439.58,5174201.66,1191642.5,AA+
P-00089,2024-03-01,Europe,Liability,415508,376406,198014,0.5260649405163573,0.9650585167781893,Coastal Mutual,Health,1.342,419912,USD,415508.0,376406.0,198014.0,AAA
P-00090,2024-01-01,Asia Pacific,Motor,2155679,1581100,969155,0.6129624944658781,0.9119895599675385,AgriProtect,Political,0.421,2328830,USD,2155679.0,1581100.0,969155.0,AAA
P-00091,2024-02-01,Middle East & Africa,Engineering,7287293,6031922,1461014,0.24221367583997272,0.655378824132206,Kenya Reinsurance Corporation,Nat Cat,0.627,9485776,KES,53197.238900000004,44033.0306,10665.4022,BBB
P-00092,2024-04-01,Africa,Agriculture,1679737,991946,584662,0.5894091008986376,0.6785882984769674,Munich Re,Cyber,0.565,1785130,KES,12262.0801,7241.2058,4268.0326000000005,BBB
P-00093,2024-04-01,Asia Pacific,Marine,7567707,4433536,3326434,0.7502891597136011,1.226165936951126,Acentria Reinsurance,Market,1.093,7911362,EUR,8248800.630000001,4832554.24,3625813.06,AA+
P-00094,2024-04-01,Europe,Engineering,86053,57707,38804,0.6724314207981701,0.8445678279226745,Swiss Re,Weather,0.953,99763,EUR,93797.77,62900.630000000005,42296.36,AA+
P-00095,2024-01-01,Latin America,Energy,2632964,1699605,1233726,0.7258898391096755,1.1086208639231248,Africa Re,Liability,1.203,3006450,KES,19220.6372,12407.1165,9006.1998,BBB
P-00096,2024-02-01,Africa,Liability,3521034,2789387,1865362,0.6687354605151598,0.8511330094009708,Hollard Re,Health,1.125,4054729,EUR,3837927.06,3040431.83,2033244.58,AA+
P-00097,2024-01-01,Nordics,Property,4228354,2712359,2694554,0.9934356034728441,1.35,Swiss Re,Weather,1.201,5612096,EUR,4608905.86,2956471.31,2937063.8600000003,AA+
P-00098,2024-01-01,Middle East & Africa,Engineering,7853338,4921050,2966160,0.6027494132349803,0.7581715571384524,AgriProtect,Weather,0.38,8989825,USD,7853338.0,4921050.0,2966160.0,AAA
P-00099,2024-03-01,Europe,Marine,1856041,1331453,949309,0.7129872402555704,0.7920588541511563,Aspire Re,Cyber,0.946,1976131,USD,1856041.0,1331453.0,949309.0,AAA
P-00100,2024-03-01,Europe,Energy,306322,227104,107221,0.47212290404396223,0.7355055575910044,Africa Re,Weather,0.442,423236,EUR,333890.98000000004,247543.36000000002,116870.89000000001,AA+
P-00101,2024-04-01,Africa,Energy,6412283,4414061,3044333,0.6896898343724747,1.0225160453307818,Hannover Re,Weather,0.477,7666137,USD,6412283.0,4414061.0,3044333.0,AAA
P-00102,2024-03-01,Kenya,Motor,3412566,2482237,1880905,0.7577459364275047,1.1713077205685183,Swiss Re,Cyber,0.934,4777513,USD,3412566.0,2482237.0,1880905.0,AAA
P-00103,2024-02-01,Asia Pacific,Motor,5078200,3805781,2797094,0.7349592632891908,0.8930274232138314,Swiss Re,Nat Cat,0.548,6477841,EUR,5535238.0,4148301.2900000005,3048832.4600000004,AA+
P-00104,2024-04-01,Africa,Marine,7393937,5830133,1189067,0.20395195101038005,0.6293906469019602,Swiss Re,Liability,0.455,7855792,USD,7393937.0,5830133.0,1189067.0,AAA
P-00105,2024-03-01,Middle East & Africa,Engineering,6050652,3371289,662391,0.19648004072032982,0.36490822324349226,AgriProtect,Weather,0.7,7454012,EUR,6595210.680000001,3674705.0100000002,722006.1900000001,AA+
P-00106,2024-04-01,Latin America,Liability,5647401,3961624,1810577,0.45702898609257214,0.9164533926979458,Partner Re,Nat Cat,1.17,6415693,USD,5647401.0,3961624.0,1810577.0,AAA
P-00107,2024-01-01,Africa,Engineering,915587,634970,358944,0.5652928484810306,0.7722500017328757,Acentria Reinsurance,Agriculture,0.838,1124263,EUR,997989.8300000001,692117.3,391248.96,AA+
P-00108,2024-03-01,Africa,Property,5835299,3853347,3487722,0.9051149559071633,1.2554030337397337,Acentria Reinsurance,Agriculture,0.595,7491680,EUR,6360475.91,4200148.23,3801616.9800000004,AA+
P-00109,2024-02-01,Australia & Pacific,Property,490246,341708,173585,0.5079922038699709,0.9327977400515173,Hannover Re,Agriculture,1.298,641283,KES,3578.7958,2494.4684,1267.1705,BBB
P-00110,2024-02-01,Kenya,Accident & Health,480937,305832,252564,0.8258259436553402,0.9927245962354374,Hannover Re,Health,1.146,470256,KES,3510.8401,2232.5736,1843.7172,BBB
P-00111,2024-02-01,Asia Pacific,Property,6772812,5326152,1884727,0.3538627887450452,0.49438406227942133,Hollard Re,Nat Cat,0.966,6260276,KES,49441.5276,38880.9096,13758.5071,BBB
P-00112,2024-01-01,Africa,Property,6399962,4624648,3471919,0.7507423267673561,1.2301296069970513,Metro Insurers Ltd,Political,0.581,6987296,USD,6399962.0,4624648.0,3471919.0,AAA
P-00113,2024-04-01,Australia & Pacific,Liability,2307481,1618457,605225,0.37395185661404656,0.7036392577784563,Coastal Mutual,Cyber,0.796,3382398,USD,2307481.0,1618457.0,605225.0,AAA
P-00114,2024-02-01,Kenya,Engineering,2907785,1940261,413046,0.212881669012571,0.6544027207769543,Acentria Reinsurance,Operational,0.74,3925445,KES,21226.8305,14163.9053,3015.2358,BBB
P-00115,2024-01-01,Australia & Pacific,Motor,2671225,2034440,360560,0.1772281315742907,0.31308757572263596,Acentria Reinsurance,Weather,1.167,3610488,KES,19499.9425,14851.412,2632.088,BBB
P-00116,2024-01-01,Middle East & Africa,Agriculture,5915720,5307625,674599,0.12709997409387438,0.378183297780887,Swiss Re,Market,0.54,6214980,EUR,6448134.800000001,5785311.25,735312.91,AA+
P-00117,2024-01-01,Nordics,Accident & Health,2718642,1602639,853211,0.5323787827452097,0.6244309643392908,Africa Re,Political,0.892,3810923,EUR,2963319.7800000003,1746876.5100000002,929999.9900000001,AA+
P-00118,2024-01-01,Middle East & Africa,Energy,54235,42615,23979,0.5626891939457938,0.86205003947867,Acentria Reinsurance,Cyber,0.431,66823,USD,54235.0,42615.0,23979.0,AAA
P-00119,2024-04-01,Asia Pacific,Engineering,7658021,6397165,2454008,0.38360867665598747,0.8556977036909597,Africa Re,Weather,1.169,10157317,EUR,8347242.890000001,6972909.850000001,2674868.72,AA+
P-00120,2024-03-01,Middle East & Africa,Engineering,4309101,3385934,2693088,0.7953752199540807,0.8596265703656135,Africa Re,Weather,0.384,4047918,KES,31456.4373,24717.3182,19659.5424,BBB
P-00121,2024-01-01,Middle East & Africa,Motor,6519107,5984537,2405553,0.4019614215769741,0.5717753822431526,Metro Insurers Ltd,Liability,1.128,7273225,USD,6519107.0,5984537.0,2405553.0,AAA
P-00122,2024-01-01,Australia & Pacific,Liability,4136735,2562547,1984711,0.7745071602589143,0.863405039268619,Munich Re,Health,1.294,4801054,USD,4136735.0,2562547.0,1984711.0,AAA
P-00123,2024-01-01,Africa,Marine,3508026,3191220,1164179,0.364806876367032,0.5657716106749979,Hannover Re,Health,1.27,4042838,EUR,3823748.3400000003,3478429.8000000003,1268955.11,AA+
P-00124,2024-02-01,Middle East & Africa,Accident & Health,7493860,5125836,1457683,0.28437956267036246,0.6094553705350928,Acentria Reinsurance,Health,1.013,7084753,USD,7493860.0,5125836.0,1457683.0,AAA
P-00125,2024-03-01,Europe,Liability,897463,568121,94307,0.16599808843538613,0.6093498770911616,Old Mutual Re Africa,Health,1.141,1257227,USD,897463.0,568121.0,94307.0,AAA
P-00126,2024-01-01,Europe,Agriculture,2199361,1411430,568323,0.4026575884032506,0.7028881252151717,Partner Re,Cyber,1.052,2199495,EUR,2397303.49,1538458.7000000002,619472.0700000001,AA+
P-00127,2024-04-01,Nordics,Property,2510502,1442604,619252,0.429259866186424,0.5396457092391437,Partner Re,Political,0.948,3496731,KES,18326.6646,10531.0092,4520.5396,BBB
P-00128,2024-04-01,Nordics,Motor,663471,591598,401257,0.6782595613913502,0.7842707724418523,SCOR,Weather,1.114,785807,EUR,723183.39,644841.8200000001,437370.13,AA+
P-00129,2024-01-01,Nordics,Marine,157786,119279,78254,0.6560584847290806,0.7234042554411266,Coastal Mutual,Weather,1.006,231888,EUR,171986.74000000002,130014.11000000002,85296.86,AA+
P-00130,2024-04-01,Latin America,Accident & Health,4631324,3648114,2497802,0.684683099267183,1.146246161296381,Partner Re,Market,0.619,5382489,EUR,5048143.16,3976444.2600000002,2722604.18,AA+
P-00131,2024-01-01,North America,Accident & Health,4326348,3819285,1214763,0.31806031757252995,0.5765798114929146,Partner Re,Agriculture,1.207,5064834,USD,4326348.0,3819285.0,1214763.0,AAA
P-00132,2024-02-01,Latin America,Property,6000768,4447959,1687105,0.379298685082304,0.8362667820117504,Acentria Reinsurance,Political,1.245,6010767,KES,43805.6064,32470.1007,12315.8665,BBB
P-00133,2024-03-01,Asia Pacific,Liability,7870760,5603190,1185378,0.2115541325566329,0.6156067519801369,Hollard Re,Agriculture,1.25,7388856,KES,57456.548,40903.287000000004,8653.2594,BBB
P-00134,2024-03-01,Caribbean,Liability,1745731,1049301,1072199,1.0218221463621973,1.2850872840328225,Munich Re,Nat Cat,1.118,2404535,EUR,1902846.79,1143738.09,1168696.9100000001,AA+
P-00135,2024-03-01,Africa,Agriculture,1115516,861922,89888,0.10428785899420133,0.3305111399040116,Hannover Re,Health,0.652,1480881,KES,8143.2668,6292.0306,656.1824,BBB
P-00136,2024-04-01,Latin America,Energy,450823,344914,212937,0.6173625889352128,0.9119988821173948,Hannover Re,Cyber,0.893,431967,KES,3291.0079,2517.8722000000002,1554.4401,BBB
P-00137,2024-01-01,Middle East & Africa,Engineering,4405881,3620367,1948914,0.538319457668242,0.9572866300095031,Acentria Reinsurance,Liability,1.203,4057789,KES,32162.9313,26428.6791,14227.0722,BBB
P-00138,2024-01-01,Kenya,Marine,402496,238903,216874,0.9077910281578716,1.1390988261758104,Acentria Reinsurance,Liability,1.069,477323,KES,2938.2208,1743.9919,1583.1802,BBB
P-00139,2024-03-01,Caribbean,Engineering,3663812,3173127,2052330,0.6467847016523448,0.9533940146354709,Coastal Mutual,Market,0.698,5466708,KES,26745.8276,23163.8271,14982.009,BBB
P-00140,2024-03-01,Kenya,Marine,69434,46955,15428,0.3285699073581088,0.7067244053305843,SCOR,Operational,0.781,85390,USD,69434.0,46955.0,15428.0,AAA
